,Number,Input_A1_001,Input_A1_002,Input_A1_003,Input_A1_004,Input_A1_005,Input_A1_006,Input_A1_007,Input_A1_009,Input_A1_011,Input_A1_012,Input_A1_013,Input_A1_014,Input_A1_015,Input_A1_016,Input_A1_017,Input_A1_018,Input_A1_019,Input_A1_021,Input_A1_022,Input_A1_023,Input_A1_024,Input_A2_001,Input_A2_002,Input_A2_003,Input_A2_004,Input_A2_005,Input_A2_006,Input_A2_007,Input_A2_009,Input_A2_011,Input_A2_012,Input_A2_013,Input_A2_014,Input_A2_015,Input_A2_018,Input_A2_019,Input_A2_020,Input_A2_021,Input_A2_022,Input_A2_023,Input_A3_001,Input_A3_002,Input_A3_003,Input_A3_004,Input_A3_005,Input_A3_006,Input_A3_007,Input_A3_009,Input_A3_011,Input_A3_012,Input_A3_014,Input_A3_019,Input_A3_020,Input_A3_021,Input_A3_022,Input_A3_023,Input_A3_024,Input_A4_001,Input_A4_002,Input_A4_003,Input_A4_004,Input_A4_005,Input_A4_006,Input_A4_007,Input_A4_009,Input_A4_011,Input_A4_012,Input_A4_013,Input_A4_014,Input_A4_015,Input_A4_016,Input_A4_017,Input_A4_018,Input_A4_019,Input_A4_020,Input_A4_021,Input_A4_022,Input_A4_023,Input_A4_024,Input_A5_001,Input_A5_002,Input_A5_003,Input_A5_004,Input_A5_005,Input_A5_006,Input_A5_007,Input_A5_009,Input_A5_011,Input_A5_012,Input_A5_013,Input_A5_014,Input_A5_015,Input_A5_016,Input_A5_017,Input_A5_018,Input_A5_019,Input_A5_020,Input_A5_021,Input_A5_022,Input_A5_023,Input_A5_024,Input_A6_002,Input_A6_003,Input_A6_004,Input_A6_005,Input_A6_006,Input_A6_007,Input_A6_009,Input_A6_012,Input_A6_013,Input_A6_014,Input_A6_015,Input_A6_016,Input_A6_017,Input_A6_018,Input_A6_020,Input_A6_021,Input_A6_022,Input_A6_023,Input_C_001,Input_C_005,Input_C_007,Input_C_008,Input_C_010,Input_C_011,Input_C_012,Input_C_014,Input_C_039,Input_C_040,Input_C_041,Input_C_042,Input_C_043,Input_C_044,Input_C_045,Input_C_047,Input_C_048,Input_C_051,Input_C_052,Input_C_053,Input_C_054,Input_C_055,Input_C_056,Input_C_059,Input_C_060,Input_C_061,Input_C_062,Input_C_092,Input_C_093,Input_C_094,Input_C_095,Input_C_097,Input_C_098,Input_C_099,Input_C_100,Input_C_101,Input_C_102,Input_C_103,Input_C_104,Input_C_105,Input_C_106,Input_C_107,Input_C_108,Input_C_109,Input_C_110,Input_C_111,Input_C_112,Input_C_113,Input_C_114,Input_C_115,Input_C_116,Input_C_117,Input_C_118,Input_C_119,Input_C_120,Input_C_121,Input_C_122,Input_C_123,Input_C_124,Input_C_125,Input_C_126,Input_C_127,Input_C_128,Input_C_129,Input_C_130,Input_C_131,Input_C_133,Input_C_134,Input_C_135,Input_C_136,Input_C_137,Output_A1,Output_A2,Output_A3,Output_A4,Output_A5,Output_A6,Input_C_015_Y,Input_C_015_X,Input_C_016_Y,Input_C_016_X,Input_C_017_Y,Input_C_017_X,Input_C_018_Y,Input_C_018_X,Input_C_019_Y,Input_C_019_X,Input_C_020_Y,Input_C_020_X,Input_C_021_Y,Input_C_021_X,Input_C_022_Y,Input_C_022_X,Input_C_023_Y,Input_C_023_X,Input_C_024_Y,Input_C_024_X,Input_C_025_Y,Input_C_025_X,Input_C_026_Y,Input_C_026_X,Input_C_027_Y,Input_C_027_X,Input_C_028_Y,Input_C_028_X,Input_C_029_Y,Input_C_029_X,Input_C_030_Y,Input_C_030_X,Input_C_031_Y,Input_C_031_X,Input_C_032_Y,Input_C_032_X,Input_C_033_Y,Input_C_033_X,Input_C_034_Y,Input_C_034_X,Input_C_035_Y,Input_C_035_X,Input_C_036_Y,Input_C_036_X,Input_C_037_Y,Input_C_037_X,Input_C_038_Y,Input_C_038_X,Predict
97,Train98,0.07,0.05,0.03,0.0,0.0,0.002,0.01,0.004,0.002,0.004,0.002,0.006,-0.05,-0.05,-0.04,-0.05,-0.05,0.586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.002,0.004,0.005,0.002,0.002,-0.05,-0.01,-0.04,1.0,0.595,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.006,0.013999999999999999,0.004,0.005,0.008,0.004,-0.05,1.0,0.6,0.03,0.03,0.03,0.0,0.0,0.02,0.04,0.09,0.002,0.016,0.003,0.002,0.004,0.008,0.002,-0.05,-0.05,-0.04,-0.04,-0.04,1.0,0.5489999999999999,0.03,0.03,0.03,0.08,0.06,0.03,0.0,0.0,0.006,0.024,0.002,0.003,0.006,0.004,0.008,-0.05,-0.02,-0.05,-0.05,-0.03,1.0,0.5479999999999999,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.004,0.012,0.005,0.006999999999999999,0.002,0.004,-0.05,-0.05,-0.02,-0.02,1.0,0.578,0.01,0.01,4.5,0.002,0.002,3.0,0.016,0.004,0.004,0.006,0.001,0.0009,0.0009,0.001,0.0007,0.0009,0.0011,0.001,0.0006,0.002,0.009000000000000001,0.004,0.005,0.008,0.004,0.005,0.015,834.0,835.0,0.01,0.01,0.02,0.01,0.02,0.01,0.0,0.01,0.01,0.02,0.01,15.8,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.01,159.07,0.03,0.03,0.03,0.04,0.04,0.02,0.02,0.03,0.04,0.03,0.01,0.01,0.01,0.04,0.04,0.04,0.02,0.03,0.004,0.004,4.0,1.0,1.0,2.903,3.505,3.639,3.487,3.807,3.7680000000000002,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,1.0,-1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,1.0,-4.0,0.0,-2.0,1.0,-1.0,-2.0,0.0,0.0,2.0,0.0,-3.0,0.0,1.0,0.0,-1.0,0.004
98,Train99,0.0,0.0,0.0,0.03,0.05,0.003,0.016,0.002,0.004,0.01,0.004,0.002,0.05,-0.05,-0.04,-0.04,-0.05,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.012,0.004,0.005,0.01,0.006,0.006,0.05,-0.01,-0.04,1.0,0.6,0.01,0.01,0.0,0.0,0.0,0.02,0.03,0.003,0.016,0.004,0.003,0.006,0.004,-0.04,1.0,0.6,0.02,0.02,0.02,0.0,0.0,0.0,0.02,0.03,0.002,0.013999999999999999,0.003,0.003,0.008,0.004,0.004,0.05,-0.04,-0.04,-0.05,-0.02,1.0,0.6,0.03,0.03,0.03,0.0,0.0,0.0,0.02,0.03,0.002,0.012,0.005,0.003,0.006,0.004,0.002,0.05,-0.04,-0.03,-0.04,-0.01,1.0,0.6,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.01,0.01,0.003,0.006,0.002,0.002,0.05,-0.05,-0.05,-0.01,1.0,0.6,0.01,0.01,3.8,0.002,0.002,2.5,0.02,0.003,0.005,0.005,0.001,0.0011,0.0017,0.001,0.0007,0.0013,0.0015,0.0007,0.0007,0.002,0.006,0.004,0.003,0.005,0.005,0.005,0.011000000000000001,835.0,834.0,0.01,0.02,0.02,0.01,0.01,0.02,0.02,0.01,0.01,0.0,0.01,15.9,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.0,159.07,0.04,0.03,0.04,0.03,0.04,0.04,0.03,0.02,0.03,0.04,0.04,0.02,0.02,0.02,0.01,0.04,0.03,0.04,-0.006,-0.005,4.0,1.0,1.0,4.777,3.667,3.398,2.844,4.284,3.298,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-2.0,1.0,1.0,0.0,-5.0,0.0,1.0,0.0,4.0,1.0,-2.0,-1.0,5.0,0.005
99,Train100,0.07,0.05,0.03,0.0,0.0,0.008,0.008,0.002,0.004,0.01,0.008,0.008,-0.01,-0.04,-0.03,-0.05,-0.04,0.575,0.0,0.0,0.0,0.07,0.05,0.03,0.0,0.0,0.004,0.006,0.002,0.004,0.008,0.006,0.002,0.03,-0.04,-0.04,0.1,0.5579999999999999,-0.01,-0.01,0.0,0.0,0.0,0.0,0.0,0.004,0.008,0.003,0.005,0.006,0.002,-0.05,0.3,0.5670000000000001,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.013999999999999999,0.006,0.002,0.002,0.008,0.004,0.006,0.02,-0.04,-0.05,-0.05,-0.04,1.4,0.5920000000000001,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.003,0.01,0.004,0.004,0.01,0.004,0.004,-0.03,-0.05,-0.05,-0.04,-0.05,0.1,0.588,0.02,0.02,0.02,0.07,0.04,0.02,0.0,0.002,0.008,0.003,0.008,0.006,0.006,-0.03,-0.04,-0.03,-0.03,0.4,0.5489999999999999,0.0,0.0,3.8,0.0,0.002,3.0,0.02,0.003,0.005,0.005,0.001,0.0007,0.0013,0.0005,0.001,0.0013,0.0005,0.0011,0.0012,0.002,0.016,0.002,0.015,0.017,0.005,0.006,0.013000000000000001,834.0,834.0,0.01,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.0,0.01,15.92,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,159.07,0.02,0.01,0.03,0.03,0.04,0.02,0.01,0.01,0.02,0.03,0.03,0.04,0.02,0.03,0.01,0.01,0.02,0.01,0.004,0.004,4.0,1.0,1.0,4.239,3.932,3.5189999999999997,3.5410000000000004,4.232,4.022,0.0,-1.0,2.0,-1.0,-2.0,-1.0,-1.0,-1.0,0.0,0.0,2.0,0.0,-2.0,0.0,-1.0,-1.0,0.0,0.0,2.0,1.0,-2.0,0.0,-1.0,1.0,0.0,0.0,2.0,0.0,-2.0,1.0,-1.0,1.0,-1.0,2.0,-1.0,-2.0,1.0,-2.0,1.0,-3.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,0.002
100,Train101,0.0,0.0,0.0,0.02,0.04,0.02,0.004,0.004,0.005,0.01,0.006,0.008,0.01,-0.03,-0.04,-0.05,-0.02,0.415,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.07,0.02,0.004,0.004,0.002,0.01,0.006,0.008,0.02,-0.03,-0.04,0.1,0.511,0.01,0.01,0.0,0.0,0.0,0.0,0.02,0.01,0.005,0.005,0.005,0.006,0.006,-0.02,0.0,0.5820000000000001,0.02,0.02,0.02,0.0,0.0,0.0,0.02,0.04,0.005,0.005,0.005,0.002,0.01,0.004,0.004,0.04,-0.04,-0.03,-0.03,-0.04,0.0,0.563,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.005,0.006,0.002,0.005,0.01,0.004,0.004,0.01,-0.01,-0.03,-0.05,-0.02,0.2,0.511,-0.01,-0.01,-0.01,0.0,0.0,0.0,0.02,0.005,0.004,0.004,0.006,0.006,0.004,0.02,-0.05,-0.03,-0.02,0.0,0.574,-0.02,-0.02,4.0,0.002,0.0,2.5,0.01,0.003,0.005,0.005,0.001,0.0009,0.0009,0.001,0.0009,0.0011,0.0011,0.0008,0.0012,0.002,0.009000000000000001,0.003,0.008,0.009000000000000001,0.005,0.006,0.021,835.0,834.0,0.01,0.01,0.02,0.01,0.01,0.02,0.02,0.01,0.01,0.0,0.01,15.93,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,159.07,0.03,0.02,0.04,0.04,0.04,0.02,0.02,0.04,0.03,0.04,0.03,0.04,0.04,0.04,0.04,0.02,0.03,0.04,0.005,0.003,4.0,1.0,1.0,4.876,2.8739999999999997,3.639,2.839,3.33,3.202,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,-1.0,1.0,0.0,1.0,0.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,-2.0,1.0,-3.0,2.0,-1.0,1.0,-3.0,1.0,-1.0,0.0,-1.0,1.0,-1.0,0.0,-1.0,0.005
101,Train102,0.0,0.0,0.0,0.02,0.03,0.004,0.008,0.002,0.004,0.01,0.008,0.008,0.02,-0.02,-0.04,-0.05,-0.03,0.523,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.002,0.006,0.002,0.004,0.01,0.006,0.006,0.03,-0.03,-0.04,0.1,0.5429999999999999,0.01,0.01,0.0,0.0,0.0,0.02,0.04,0.006,0.004,0.004,0.004,0.01,0.006,-0.03,0.0,0.42100000000000004,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.013999999999999999,0.003,0.003,0.002,0.01,0.006,0.002,0.01,-0.05,-0.03,-0.05,-0.04,0.5,0.569,0.03,0.03,0.03,0.0,0.0,0.02,0.04,0.07,0.002,0.01,0.002,0.005,0.008,0.008,0.002,0.01,-0.05,-0.04,-0.05,-0.03,0.0,0.556,0.03,0.03,0.03,0.0,0.0,0.02,0.04,0.002,0.01,0.002,0.01,0.004,0.004,0.02,-0.04,-0.05,-0.04,0.0,0.541,0.02,0.02,3.7,0.002,0.0,3.5,0.02,0.003,0.005,0.004,0.0008,0.0008,0.0014,0.0014,0.0011,0.0016,0.0016,0.0008,0.0009,0.002,0.009000000000000001,0.004,0.009000000000000001,0.009000000000000001,0.004,0.004,0.006,834.0,834.0,0.01,0.01,0.01,0.02,0.0,0.01,0.01,0.0,0.01,0.02,0.02,15.94,0.01,0.0,0.01,0.01,0.01,0.01,0.0,0.01,159.07,0.04,0.04,0.02,0.03,0.03,0.04,0.04,0.04,0.02,0.03,0.04,0.02,0.02,0.04,0.04,0.02,0.03,0.03,-0.008,0.003,3.6,1.0,1.0,3.675,3.884,3.905,3.444,3.9530000000000003,3.759,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,-1.0,-1.0,1.0,-1.0,0.0,1.0,0.0,1.0,-1.0,0.004
102,Train103,0.0,0.0,0.0,0.0,0.0,0.002,0.013999999999999999,0.004,0.003,0.008,0.008,0.002,0.02,-0.04,-0.03,-0.03,-0.03,0.534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013999999999999999,0.022000000000000002,0.003,0.003,0.006,0.006,0.002,-0.03,-0.02,-0.03,0.2,0.541,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.012,0.018000000000000002,0.003,0.003,0.006,0.004,-0.03,0.1,0.564,0.02,0.02,0.02,0.0,0.0,0.02,0.03,0.08,0.008,0.024,0.004,0.003,0.006,0.008,0.004,0.03,-0.03,-0.02,-0.03,-0.03,0.3,0.5329999999999999,0.01,0.01,0.01,0.0,0.0,0.02,0.03,0.08,0.006,0.012,0.004,0.003,0.008,0.006,0.002,0.01,-0.02,-0.03,-0.02,-0.03,0.1,0.547,-0.02,-0.02,-0.02,0.0,0.0,0.0,0.0,0.01,0.016,0.004,0.01,0.004,0.006,0.05,-0.04,-0.03,-0.04,0.2,0.593,0.0,0.0,4.5,0.002,0.002,2.5,0.01,0.003,0.005,0.006999999999999999,0.0019,0.0011,0.0013,0.0012,0.001,0.0013,0.0014,0.0009,0.0007,0.004,0.008,0.003,0.004,0.009000000000000001,0.006,0.005,0.009000000000000001,834.0,835.0,0.01,0.02,0.01,0.01,0.01,0.01,0.0,0.01,0.02,0.02,0.01,15.9,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,159.07,0.03,0.03,0.03,0.04,0.04,0.02,0.04,0.02,0.04,0.04,0.03,0.04,0.03,0.04,0.02,0.03,0.03,0.03,0.004,0.004,4.0,1.0,1.0,3.609,4.644,4.215,4.124,4.244,3.236,1.0,-1.0,1.0,-1.0,-1.0,0.0,0.0,-1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,-1.0,1.0,0.0,1.0,0.0,-3.0,0.0,-3.0,1.0,-3.0,0.0,-5.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,-4.0,0.003
103,Train104,0.0,0.0,0.0,0.0,0.0,0.015,0.002,0.002,0.003,0.009000000000000001,0.008,0.006,0.05,-0.01,-0.01,-0.02,-0.02,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018000000000000002,0.004,0.004,0.003,0.01,0.004,0.008,0.05,-0.03,-0.03,1.0,0.55,0.02,0.02,0.0,0.0,0.0,0.0,0.02,0.012,0.002,0.002,0.002,0.009000000000000001,0.006,-0.04,2.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.002,0.002,0.002,0.008,0.004,0.004,0.05,-0.02,-0.01,-0.01,-0.01,1.0,0.6,0.03,0.03,0.03,0.0,0.0,0.0,0.02,0.04,0.018000000000000002,0.005,0.005,0.003,0.01,0.006,0.008,0.05,-0.01,-0.01,-0.01,-0.01,3.0,0.6,0.03,0.03,0.03,0.0,0.0,0.0,0.02,0.012,0.003,0.003,0.01,0.006,0.002,0.05,-0.02,-0.02,-0.02,4.0,0.6,0.04,0.04,4.0,0.002,0.0,3.0,0.02,0.003,0.005,0.005,0.001,0.0009,0.0009,0.001,0.0008,0.0013,0.0012,0.0006,0.0015,0.002,0.009000000000000001,0.004,0.006,0.013000000000000001,0.006,0.006,0.016,834.0,834.0,0.01,0.01,0.02,0.02,0.0,0.01,0.01,0.0,0.01,0.02,0.02,15.92,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,159.07,0.02,0.04,0.03,0.03,0.04,0.04,0.01,0.03,0.04,0.04,0.04,0.03,0.04,0.04,0.02,0.01,0.02,0.02,0.006,0.006,4.0,1.0,1.0,2.88,4.048,3.5210000000000004,2.929,3.78,3.842,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,0.0,1.0,-1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-3.0,1.0,-2.0,2.0,-2.0,1.0,-3.0,1.0,-4.0,2.0,-3.0,2.0,-3.0,0.003
104,Train105,0.08,0.06,0.03,0.0,0.0,0.006,0.004,0.004,0.005,0.01,0.004,0.002,0.01,-0.03,-0.03,-0.04,-0.03,0.512,0.01,0.0,0.02,0.0,0.0,0.0,0.02,0.03,0.002,0.003,0.003,0.005,0.008,0.006,0.002,0.0,-0.05,-0.05,0.0,0.563,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.004,0.004,0.005,0.01,0.004,-0.04,3.9,0.589,0.04,0.03,0.05,0.0,0.0,0.0,0.0,0.0,0.008,0.002,0.002,0.004,0.008,0.004,0.006,0.01,-0.02,-0.02,-0.01,-0.02,1.2,0.5329999999999999,0.03,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.004,0.002,0.002,0.004,0.01,0.002,0.004,0.0,-0.03,-0.03,-0.03,-0.03,0.0,0.562,0.03,0.02,0.04,0.0,0.0,0.0,0.0,0.003,0.002,0.002,0.008,0.002,0.002,0.0,-0.04,-0.05,-0.04,0.0,0.5429999999999999,0.01,0.0,3.0,0.0,0.0,2.5,0.01,0.003,0.005,0.005,0.0012,0.0011,0.0011,0.0006,0.001,0.0013,0.0005,0.001,0.0011,0.003,0.008,0.003,0.006999999999999999,0.008,0.005,0.006,0.019,834.0,834.0,0.01,0.01,0.0,0.01,0.02,0.01,0.0,0.01,0.02,0.01,0.01,15.93,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,159.07,0.03,0.04,0.03,0.04,0.04,0.03,0.04,0.02,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.04,0.03,0.03,-0.006,-0.006,3.5,1.0,1.0,4.01,3.6689999999999996,4.025,3.8560000000000003,4.561,3.71,1.0,-1.0,0.0,-1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,0.0,-1.0,0.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,0.0,-1.0,1.0,-2.0,0.0,-2.0,-1.0,-1.0,1.0,-1.0,0.0,-1.0,0.003
105,Train106,0.0,0.0,0.0,0.03,0.05,0.004,0.006,0.004,0.003,0.01,0.006,0.004,-0.03,-0.02,-0.04,-0.02,-0.01,0.4,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.006,0.004,0.004,0.004,0.01,0.004,0.002,-0.01,-0.02,-0.03,0.2,0.5,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.013999999999999999,0.006,0.002,0.002,0.006,0.004,-0.02,0.2,0.5,0.02,0.02,0.03,0.0,0.0,0.03,0.05,0.1,0.002,0.006,0.003,0.003,0.01,0.002,0.008,0.04,-0.02,-0.04,-0.03,-0.04,0.1,0.5,0.03,0.03,0.04,0.0,0.0,0.0,0.02,0.04,0.004,0.006,0.004,0.005,0.006,0.004,0.006,-0.05,-0.01,-0.02,-0.03,-0.01,0.1,0.4,0.01,0.01,0.02,0.0,0.0,0.0,0.0,0.006,0.012,0.005,0.006,0.002,0.002,0.02,-0.01,-0.01,-0.02,0.2,0.5,0.01,0.01,4.0,0.0,0.002,3.0,0.02,0.003,0.005,0.005,0.0012,0.0009,0.0021,0.0013,0.0012,0.0018,0.0016,0.0008,0.0007,0.002,0.016,0.003,0.013000000000000001,0.017,0.006,0.004,0.013999999999999999,835.0,834.0,0.01,0.01,0.01,0.02,0.0,0.01,0.01,0.02,0.02,0.01,0.02,15.92,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.01,159.07,0.04,0.04,0.02,0.02,0.03,0.04,0.03,0.04,0.02,0.04,0.03,0.03,0.03,0.02,0.01,0.03,0.02,0.03,0.005,0.004,3.7,1.0,1.0,4.749,3.889,3.158,3.508,4.73,3.9760000000000004,0.0,-1.0,2.0,0.0,-2.0,-1.0,-1.0,0.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,2.0,1.0,-2.0,0.0,-1.0,0.0,1.0,0.0,2.0,0.0,-2.0,1.0,-1.0,0.0,0.0,1.0,0.0,-4.0,1.0,-2.0,1.0,-3.0,1.0,-2.0,0.0,-2.0,1.0,-3.0,2.0,-3.0,0.005
106,Train107,0.07,0.05,0.03,0.0,0.0,0.002,0.006,0.002,0.002,0.006,0.006,0.004,0.02,-0.04,-0.05,-0.03,-0.04,0.452,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.012,0.006,0.004,0.004,0.01,0.004,0.008,0.03,-0.03,-0.05,0.5,0.511,-0.01,-0.01,0.12,0.09,0.05,0.02,0.0,0.004,0.008,0.004,0.002,0.01,0.004,-0.03,0.0,0.563,-0.01,-0.01,-0.02,0.0,0.0,0.0,0.0,0.0,0.013999999999999999,0.006,0.002,0.004,0.008,0.002,0.002,0.01,-0.04,-0.03,-0.05,-0.04,0.6,0.542,0.02,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.006,0.002,0.002,0.008,0.004,0.002,0.02,-0.05,-0.04,-0.04,-0.05,0.0,0.574,0.02,0.02,0.01,0.0,0.0,0.02,0.03,0.002,0.006,0.003,0.01,0.004,0.004,0.02,-0.04,-0.05,-0.05,0.0,0.588,0.03,0.03,3.6,0.002,0.002,3.0,0.02,0.003,0.005,0.006999999999999999,0.0012,0.0012,0.0008,0.0013,0.0008,0.0011,0.0014,0.0008,0.0005,0.003,0.017,0.005,0.01,0.011000000000000001,0.005,0.003,0.012,834.0,834.0,0.01,0.01,0.02,0.0,0.01,0.01,0.02,0.01,0.0,0.0,0.01,15.96,0.01,0.0,0.0,0.01,0.01,0.0,0.0,0.01,159.06,0.04,0.03,0.03,0.03,0.04,0.03,0.03,0.04,0.03,0.02,0.02,0.03,0.02,0.02,0.03,0.04,0.02,0.03,-0.006999999999999999,-0.004,3.6,1.0,1.0,3.464,4.313,3.0039999999999996,3.48,3.841,3.628,-1.0,0.0,0.0,-1.0,-2.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,1.0,2.0,1.0,-1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,-2.0,1.0,0.0,1.0,0.0,-3.0,0.0,-4.0,1.0,-4.0,1.0,-3.0,1.0,-1.0,1.0,-3.0,2.0,-2.0,2.0,-3.0,0.004
107,Train108,0.0,0.0,0.0,0.0,0.0,0.002,0.006,0.003,0.003,0.008,0.004,0.006,0.02,-0.04,-0.03,-0.05,-0.05,0.561,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.004,0.008,0.002,0.002,0.01,0.006,0.004,0.03,-0.03,-0.04,0.2,0.511,0.01,0.01,0.07,0.05,0.03,0.0,0.0,0.002,0.016,0.002,0.004,0.008,0.004,-0.02,0.3,0.504,0.03,0.03,0.03,0.16,0.14,0.07,0.03,0.0,0.004,0.006,0.003,0.004,0.01,0.002,0.006,0.02,-0.03,-0.03,-0.05,-0.05,0.1,0.496,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.002,0.012,0.004,0.004,0.008,0.002,0.004,0.02,-0.04,-0.03,-0.04,-0.04,0.0,0.583,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.012,0.013999999999999999,0.004,0.008,0.004,0.002,0.02,-0.05,-0.04,-0.03,0.0,0.586,0.01,0.01,4.0,0.0,0.002,2.5,0.02,0.003,0.004,0.005,0.0011,0.0008,0.001,0.0007,0.0007,0.0007,0.0007,0.0007,0.0005,0.002,0.004,0.003,0.002,0.006,0.006,0.004,0.012,834.0,834.0,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.0,0.01,15.97,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,159.07,0.02,0.03,0.04,0.02,0.03,0.04,0.04,0.01,0.01,0.02,0.02,0.05,0.05,0.03,0.05,0.05,0.05,0.03,0.008,0.006999999999999999,3.8,1.0,1.0,3.188,3.0180000000000002,3.199,3.655,3.033,3.34,0.0,0.0,1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,1.0,0.0,1.0,1.0,1.0,0.814890207046389,0.43103792861079326,1.0,11.0,0.0,1.0,1.0,0.0,0.0,4.0,-1.0,-2.0,1.0,0.0,1.0,0.0,1.0,4.0,1.0,-2.0,2.0,3.0,2.0,-3.0,0.002
